"Yahoo! Inc.",44.6600,44.6500,"+1.0436 - +2.3930%"
"Yahoo! Inc.",44.660,44.650,"+1.045 - +2.396%"
"Yahoo! Inc.",42.61,42.60,"+1.63 - +3.98%"
